carID,brand,model,year,transmission,mileage (mi),odometer (km),fuelType,mpg (mi),L/100km,engineSize (L),price (£),price (CAD)
14465, bmw, 6 Series, 2016, Automatic, 41963, 67533, Diesel, 51.4, 4.58, 3, 19999, 33998.3
14469, vw, Beetle, 2015, Manual, 48000, 77248, Petrol, 48.7, 4.83, 1.4, 8990, 15283
14470, toyota, Avensis, 2014, Manual, 51353, 82644, Diesel, 62.8, 3.75, 2, 7485, 12724.5
14471, vw, Scirocco, 2017, Semi-Auto, 15711, 25284, Petrol, 44.1, 5.33, 2, 16521, 28085.7
14475, vw, Jetta, 2015, Manual, 59854, 96325, Diesel, 67.3, 3.5, 2, 8498, 14446.6
14478, vw, Amarok, 2019, Automatic, 9895, 15924, Diesel, 36.2, 6.5, 3, 30999, 52698.3
14479, merc, CLS Class, 2016, Automatic, 13588, 21868, Diesel, 51.4, 4.58, 3, 22802, 38763.4
14482, vw, Scirocco, 2017, Manual, 12367, 19903, Diesel, 53.3, 4.41, 2, 16998, 28896.6
14484, merc, CLA Class, 2014, Automatic, 45000, 72420, Diesel, 62.8, 3.75, 2.1, 15990, 27183
14485, ford, Puma, 2019, Manual, 127, 204, Petrol, 50.4, 4.67, 1, 21700, 36890
14486, vw, CC, 2016, Semi-Auto, 13841, 22275, Petrol, 39.2, 6, 1.8, 14302, 24313.4
14487, bmw, 6 Series, 2016, Semi-Auto, 24600, 39590, Diesel, 51.4, 4.58, 3, 23595, 40111.5
14489, hyundi, IX20, 2017, Automatic, 7941, 12780, Petrol, 43.5, 5.41, 1.6, 10500, 17850
14490, merc, V Class, 2019, Semi-Auto, 3257, 5242, Diesel, 44.8, 5.25, 2.2, 39980, 67966
14491, bmw, X4, 2019, Automatic, 2380, 3830, Petrol, 26.9, 8.74, 3, 43500, 73950
14492, merc, CLS Class, 2017, Semi-Auto, 26747, 43045, Diesel, 51.4, 4.58, 3, 23980, 40766
14495, bmw, X6, 2019, Automatic, 1000, 1609, Petrol, 26.4, 8.91, 3, 66290, 112693
14496, hyundi, I800, 2019, Manual, 4234, 6814, Diesel, 31.7, 7.42, 2.5, 21290, 36193
14497, toyota, Prius, 2018, Automatic, 18000, 28968, Hybrid, 85.6, 2.75, 1.8, 22000, 37400
14498, merc, GL Class, 2016, Automatic, 13144, 21153, Diesel, 55.4, 4.25, 2.1, 16499, 28048.3
14499, ford, Grand Tourneo Connect, 2018, Manual, 25546, 41112, Diesel, 61.4, 3.83, 1.5, 12298, 20906.6
14509, hyundi, IX20, 2015, Manual, 42858, 68973, Petrol, 50.4, 4.67, 1.4, 7295, 12401.5
14510, vw, Arteon, 2018, Semi-Auto, 27715, 44603, Petrol, 38.7, 6.08, 2, 22495, 38241.5
14511, hyundi, Santa Fe, 2014, Manual, 55000, 88514, Diesel, 46.3, 5.08, 2.2, 14500, 24650
14520, vw, Arteon, 2019, Semi-Auto, 3000, 4828, Diesel, 50.4, 4.67, 2, 29998, 50996.6
14521, vw, Scirocco, 2015, Manual, 50183, 80762, Diesel, 55.4, 4.25, 2, 11998, 20396.6
14526, toyota, Prius, 2020, Automatic, 2250, 3621, Hybrid, 64.2, 3.66, 1.8, 26000, 44200
14528, toyota, Verso, 2015, Manual, 73305, 117973, Diesel, 62.8, 3.75, 1.6, 8461, 14383.7
14529, hyundi, Getz, 2003, Automatic, 59000, 94951, Petrol, 37.2, 6.32, 1.3, 2395, 4071.5
14531, ford, Edge, 2018, Semi-Auto, 35482, 57103, Diesel, 48.7, 4.83, 2, 21495, 36541.5
14532, audi, RS4, 2019, Semi-Auto, 9000, 14484, Petrol, 29.1, 8.08, 2.9, 55495, 94341.5
14533, merc, CLS Class, 2016, Automatic, 46068, 74139, Diesel, 56.5, 4.16, 2.1, 21245, 36116.5
14534, vw, Beetle, 2006, Manual, 117000, 188293, Diesel, 50.4, 4.67, 1.9, 3195, 5431.5
14535, merc, X-CLASS, 2017, Automatic, 15270, 24575, Diesel, 35.8, 6.57, 2.3, 23950, 40715
14537, toyota, Avensis, 2011, Automatic, 127000, 204386, Diesel, 42.8, 5.5, 2.2, 2995, 5091.5
14539, hyundi, I40, 2015, Manual, 33036, 53166, Diesel, 67.3, 3.5, 1.7, 9498, 16146.6
14540, vw, Arteon, 2019, Semi-Auto, 16651, 26797, Diesel, 50.4, 4.67, 2, 21998, 37396.6
14541, ford, Edge, 2017, Semi-Auto, 43745, 70401, Diesel, 47.9, 4.91, 2, 19303, 32815.1
14542, toyota, GT86, 2017, Manual, 6445, 10372, Petrol, 36.2, 6.5, 2, 20995, 35691.5
14543, vw, Tiguan Allspace, 2019, Semi-Auto, 8001, 12876, Diesel, 38.7, 6.08, 2, 25240, 42908
14544, audi, S4, 2019, Automatic, 1481, 2383, Diesel, 39.2, 6, 3, 42888, 72909.6
14545, ford, KA, 2014, Manual, 45201, 72744, Petrol, 57.7, 4.08, 1.2, 4290, 7293
14546, audi, A8, 2020, Semi-Auto, 2000, 3219, Diesel, 39.2, 6, 3, 48500, 82450
14547, ford, Tourneo Custom, 2017, Manual, 23838, 38363, Diesel, 44.8, 5.25, 2, 19490, 33133
14550, vw, Shuttle, 2020, Manual, 1578, 2540, Diesel, 37.2, 6.32, 2, 28999, 49298.3
14551, hyundi, I800, 2019, Manual, 3844, 6186, Diesel, 31.7, 7.42, 2.5, 17750, 30175
14554, vw, Scirocco, 2016, Manual, 22000, 35405, Petrol, 47.1, 4.99, 2, 11750, 19975
14556, vw, Caddy Life, 2020, Manual, 1724, 2775, Diesel, 47.9, 4.91, 2, 16995, 28891.5
14557, hyundi, I40, 2016, Manual, 15887, 25568, Diesel, 65.7, 3.58, 1.7, 9700, 16490
14558, bmw, X4, 2015, Automatic, 44147, 71048, Diesel, 47.9, 4.91, 3, 20000, 34000
14559, bmw, X6, 2019, Automatic, 15, 24, Diesel, 34.9, 6.74, 3, 58900, 100130
14561, vw, Arteon, 2019, Manual, 11334, 18240, Diesel, 65.7, 3.58, 2, 23650, 40205
14563, toyota, Verso, 2017, Automatic, 24972, 40188, Petrol, 42.8, 5.5, 1.8, 13495, 22941.5
14565, toyota, Verso, 2011, Manual, 54000, 86904, Diesel, 53.3, 4.41, 2, 5995, 10191.5
14566, audi, RS5, 2019, Automatic, 2000, 3219, Petrol, 30.1, 7.81, 2.9, 53990, 91783
14569, bmw, Z4, 2016, Semi-Auto, 16761, 26974, Petrol, 41.5, 5.67, 2, 17732, 30144.4
14570, hyundi, IX20, 2015, Manual, 57819, 93050, Petrol, 50.4, 4.67, 1.4, 6498, 11046.6
14571, bmw, 6 Series, 2014, Automatic, 67476, 108592, Diesel, 49.6, 4.74, 3, 16500, 28050
14577, merc, GLB Class, 2020, Semi-Auto, 29, 47, Diesel, 46.3, 5.08, 2, 39480, 67116
14578, audi, S4, 2018, Automatic, 29000, 46671, Petrol, 35.8, 6.57, 3, 29995, 50991.5
14580, vw, Beetle, 2016, Semi-Auto, 13771, 22162, Petrol, 53.3, 4.41, 1.2, 12995, 22091.5
14583, ford, Grand C-MAX, 2017, Manual, 22648, 36448, Petrol, 54.3, 4.33, 1, 11400, 19380
14584, vw, Scirocco, 2016, Manual, 32001, 51500, Diesel, 55.4, 4.25, 2, 14698, 24986.6
14585, merc, GL Class, 2017, Manual, 42830, 68928, Diesel, 67.3, 3.5, 2.1, 15899, 27028.3
14586, bmw, 8 Series, 2019, Semi-Auto, 8966, 14429, Petrol, 33.6, 7, 3, 54991, 93484.7
14590, vw, Beetle, 2015, Manual, 55239, 88898, Petrol, 47.9, 4.91, 1.2, 7795, 13251.5
14593, bmw, X4, 2016, Automatic, 57000, 91732, Diesel, 47.1, 4.99, 3, 22490, 38233
14594, merc, SLK, 2013, Automatic, 43739, 70391, Diesel, 56.5, 4.16, 2.1, 10499, 17848.3
14595, bmw, 7 Series, 2019, Automatic, 4202, 6762, Diesel, 41.5, 5.67, 3, 50850, 86445
14597, ford, Grand C-MAX, 2016, Manual, 8000, 12875, Diesel, 64.2, 3.66, 1.5, 10857, 18456.9
14598, merc, SLK, 2001, Automatic, 64476, 103764, Petrol, 27.2, 8.65, 3.2, 4990, 8483
14599, ford, KA, 2015, Manual, 42429, 68283, Petrol, 57.7, 4.08, 1.2, 4670, 7939
14600, vw, Scirocco, 2017, Manual, 24481, 39398, Diesel, 55.4, 4.25, 2, 16299, 27708.3
14604, merc, CLS Class, 2018, Semi-Auto, 24315, 39131, Diesel, 57.7, 4.08, 2.1, 23995, 40791.5
14606, vw, Jetta, 2015, Manual, 42048, 67670, Diesel, 67.3, 3.5, 2, 8000, 13600
14607, vw, Beetle, 2015, Manual, 5118, 8237, Petrol, 51.4, 4.58, 1.2, 11695, 19881.5
14610, audi, R8, 2015, Automatic, 23924, 38502, Petrol, 22.8, 10.32, 4.2, 54945, 93406.5
14611, vw, Caravelle, 2020, Semi-Auto, 17, 27, Diesel, 33.6, 7, 2, 49980, 84966
14612, ford, KA, 2015, Manual, 41830, 67319, Petrol, 57.7, 4.08, 1.2, 5000, 8500
14613, vw, Amarok, 2019, Automatic, 3412, 5491, Diesel, 27.7, 8.49, 3, 39999, 67998.3
14615, hyundi, IX20, 2016, Automatic, 22978, 36979, Petrol, 43.5, 5.41, 1.6, 8998, 15296.6
14616, audi, R8, 2019, Automatic, 8175, 13156, Petrol, 21.6, 10.89, 5.2, 112990, 192083
14617, merc, GLB Class, 2020, Semi-Auto, 19, 31, Diesel, 46.3, 5.08, 2, 36980, 62866
14618, vw, CC, 2013, Manual, 46000, 74030, Petrol, 39.8, 5.91, 1.8, 8791, 14944.7
14620, vw, Scirocco, 2017, Manual, 18688, 30075, Petrol, 52.3, 4.5, 1.4, 13990, 23783
14621, bmw, 6 Series, 2018, Semi-Auto, 21525, 34641, Diesel, 49.6, 4.74, 3, 28495, 48441.5
14624, vw, Scirocco, 2016, Manual, 15477, 24908, Diesel, 47.1, 4.99, 2, 12999, 22098.3
14625, hyundi, IX20, 2016, Manual, 20063, 32288, Petrol, 50.4, 4.67, 1.4, 8790, 14943
14626, merc, S Class, 2011, Automatic, 66000, 106216, Diesel, 41.5, 5.67, 3, 10950, 18615
14627, vw, Scirocco, 2017, Semi-Auto, 18673, 30051, Petrol, 34.9, 6.74, 2, 20550, 34935
14628, bmw, X6, 2018, Automatic, 35706, 57463, Diesel, 47.1, 4.99, 3, 33450, 56865
14632, merc, CLS Class, 2015, Automatic, 51974, 83644, Diesel, 57.7, 4.08, 2.1, 17499, 29748.3
14634, hyundi, I800, 2018, Automatic, 35607, 57304, Diesel, 28, 8.4, 2.5, 15990, 27183
14635, merc, M Class, 2015, Semi-Auto, 30657, 49338, Diesel, 39.2, 6, 2.1, 23995, 40791.5
14637, ford, Edge, 2017, Automatic, 31000, 49890, Diesel, 48.7, 4.83, 2, 19499, 33148.3
14646, ford, Grand C-MAX, 2016, Automatic, 17334, 27896, Diesel, 58.9, 3.99, 1.5, 10030, 17051
14647, merc, GL Class, 2017, Automatic, 28000, 45062, Diesel, 47.9, 4.91, 2.1, 27990, 47583
14648, audi, RS6, 2016, Semi-Auto, 22500, 36210, Petrol, 29.4, 8, 4, 49950, 84915
14649, audi, S4, 2020, Automatic, 1500, 2414, Diesel, 39.2, 6, 3, 45888, 78009.6
14651, vw, Shuttle, 2018, Semi-Auto, 19652, 31627, Diesel, 47.1, 4.99, 2, 26995, 45891.5
14655, vw, Caddy Maxi Life, 2019, Semi-Auto, 9277, 14930, Diesel, 54.3, 4.33, 2, 18795, 31951.5
14656, ford, Galaxy, 2016, Manual, 22000, 35405, Diesel, 56.5, 4.16, 2, 15750, 26775
14657, merc, CLS Class, 2016, Semi-Auto, 25536, 41096, Diesel, 51.4, 4.58, 3, 22998, 39096.6
14659, bmw, 6 Series, 2016, Automatic, 32449, 52221, Diesel, 51.4, 4.58, 3, 18450, 31365
14660, ford, Mustang, 2017, Semi-Auto, 23179, 37303, Petrol, 23.5, 10.01, 5, 28000, 47600
14662, ford, Grand C-MAX, 2016, Automatic, 8656, 13930, Diesel, 58.9, 3.99, 1.5, 11999, 20398.3
14663, ford, Galaxy, 2007, Manual, 133694, 215159, Diesel, 43.5, 5.41, 2, 2495, 4241.5
14665, toyota, Verso, 2017, Manual, 27518, 44286, Diesel, 62.8, 3.75, 1.6, 12500, 21250
14666, audi, A7, 2017, Semi-Auto, 30150, 48522, Diesel, 62.8, 3.75, 3, 23198, 39436.6
14668, merc, X-CLASS, 2019, Automatic, 11479, 18474, Diesel, 35.8, 6.57, 2.3, 22995, 39091.5
14669, toyota, Verso, 2017, Semi-Auto, 13655, 21976, Petrol, 42.8, 5.5, 1.8, 13998, 23796.6
14672, ford, Edge, 2017, Semi-Auto, 36763, 59164, Diesel, 47.9, 4.91, 2, 20800, 35360
14673, toyota, Avensis, 2017, Manual, 31141, 50116, Diesel, 58.9, 3.99, 2, 11495, 19541.5
14675, bmw, 7 Series, 2020, Semi-Auto, 10300, 16576, Diesel, 41.5, 5.67, 3, 55489, 94331.3
14676, ford, Grand C-MAX, 2017, Manual, 6994, 11256, Petrol, 54.3, 4.33, 1, 14500, 24650
14677, vw, CC, 2015, Automatic, 47637, 76664, Diesel, 58.9, 3.99, 2, 10500, 17850
14679, vw, Caddy Maxi Life, 2019, Semi-Auto, 11744, 18900, Diesel, 54.3, 4.33, 2, 19795, 33651.5
14680, merc, V Class, 2018, Automatic, 8900, 14323, Diesel, 45.6, 5.16, 2.1, 35000, 59500
14683, ford, Grand Tourneo Connect, 2017, Manual, 39494, 63559, Diesel, 64.2, 3.66, 1.5, 13200, 22440
14684, vw, Scirocco, 2017, Manual, 29234, 47047, Diesel, 53.3, 4.41, 2, 15990, 27183
14686, hyundi, IX35, 2014, Manual, 53544, 86171, Diesel, 51.4, 4.58, 2, 9475, 16107.5
14687, merc, CLS Class, 2016, Semi-Auto, 39652, 63814, Diesel, 49.6, 4.74, 3, 22450, 38165
14690, vw, Arteon, 2018, Automatic, 33024, 53147, Diesel, 62.8, 3.75, 2, 19899, 33828.3
14692, ford, KA, 2014, Manual, 50452, 81194, Petrol, 57.7, 4.08, 1.2, 3495, 5941.5
14695, vw, Caravelle, 2013, Automatic, 85515, 137623, Diesel, 37.2, 6.32, 2, 19990, 33983
14696, bmw, X7, 2019, Automatic, 7278, 11713, Diesel, 31.4, 7.49, 3, 74480, 126616
14699, toyota, Prius, 2016, Automatic, 21720, 34955, Hybrid, 85.6, 2.75, 1.8, 19523, 33189.1
14702, toyota, Verso, 2013, Manual, 30000, 48280, Diesel, 57.6, 4.08, 2, 8995, 15291.5
14704, ford, Galaxy, 2017, Manual, 35495, 57124, Diesel, 56.5, 4.16, 2, 17999, 30598.3
14705, bmw, X7, 2020, Automatic, 5000, 8047, Diesel, 33.6, 7, 3, 66988, 113879.6
14706, merc, SLK, 2012, Automatic, 47800, 76926, Diesel, 56.5, 4.16, 2.1, 10499, 17848.3
14707, bmw, Z4, 2019, Semi-Auto, 2485, 3999, Petrol, 38.7, 6.08, 2, 32449, 55163.3
14709, hyundi, IX20, 2012, Manual, 32000, 51499, Diesel, 64.2, 3.66, 1.6, 5750, 9775
14710, bmw, 7 Series, 2018, Semi-Auto, 7123, 11463, Diesel, 52.3, 4.5, 3, 42000, 71400
14711, hyundi, IX20, 2015, Manual, 29000, 46671, Petrol, 50.4, 4.67, 1.4, 6795, 11551.5
14712, toyota, Land Cruiser, 2014, Automatic, 60000, 96560, Diesel, 29.7, 7.92, 4.5, 44990, 76483
14713, audi, A8, 2015, Automatic, 40275, 64816, Diesel, 47.9, 4.91, 3, 17591, 29904.7
14714, toyota, Verso, 2017, Manual, 6741, 10849, Petrol, 41.5, 5.67, 1.6, 11498, 19546.6
14716, bmw, Z4, 2019, Automatic, 3644, 5864, Petrol, 38.7, 6.08, 2, 31488, 53529.6
14717, ford, Galaxy, 2016, Manual, 36209, 58273, Diesel, 56.5, 4.16, 2, 16499, 28048.3
14720, ford, Mustang, 2018, Manual, 21632, 34813, Petrol, 35.3, 6.66, 2.3, 25000, 42500
14721, ford, Mustang, 2019, Automatic, 800, 1287, Petrol, 22.1, 10.64, 5, 39995, 67991.5
14723, vw, Arteon, 2019, Semi-Auto, 5800, 9334, Diesel, 50.4, 4.67, 2, 29371, 49930.7
14725, merc, M Class, 2013, Semi-Auto, 61363, 98754, Diesel, 44.8, 5.25, 2.1, 15200, 25840
14730, ford, Tourneo Custom, 2019, Manual, 29973, 48237, Diesel, 35.3, 6.66, 2, 19997, 33994.9
14732, bmw, 7 Series, 2018, Semi-Auto, 22892, 36841, Petrol, 41.5, 5.67, 3, 25998, 44196.6
14733, merc, S Class, 2019, Semi-Auto, 1000, 1609, Diesel, 52.3, 4.5, 3, 67109, 114085.3
14736, vw, Amarok, 2018, Automatic, 54000, 86904, Diesel, 36.2, 6.5, 3, 24995, 42491.5
14738, toyota, Prius, 2016, Automatic, 32988, 53089, Hybrid, 94.1, 2.5, 1.8, 17995, 30591.5
14739, hyundi, IX20, 2017, Manual, 22880, 36822, Petrol, 50.4, 4.67, 1.4, 9499, 16148.3
14740, ford, Puma, 2020, Manual, 1850, 2977, Petrol, 49.6, 4.74, 1, 23499, 39948.3
14741, toyota, Land Cruiser, 2016, Semi-Auto, 22583, 36344, Diesel, 38.2, 6.16, 2.8, 33000, 56100
14743, ford, Edge, 2017, Manual, 11841, 19056, Diesel, 48.7, 4.83, 2, 18991, 32284.7
14745, ford, Galaxy, 2017, Automatic, 6989, 11248, Diesel, 52.3, 4.5, 2, 20999, 35698.3
14746, vw, Arteon, 2019, Semi-Auto, 8494, 13670, Diesel, 44.1, 5.33, 2, 28990, 49283
14747, merc, X-CLASS, 2018, Automatic, 7968, 12823, Diesel, 35.8, 6.57, 2.3, 27950, 47515
14750, bmw, 8 Series, 2020, Semi-Auto, 1501, 2416, Petrol, 31.7, 7.42, 3, 59995, 101991.5
14751, bmw, i3, 2016, Automatic, 41063, 66084, Other, 470.8, 0.5, 0.6, 17000, 28900
14752, bmw, i8, 2017, Automatic, 36127, 58141, Hybrid, 134.5, 1.75, 1.5, 48898, 83126.6
14753, hyundi, IX20, 2017, Manual, 12836, 20657, Petrol, 50.4, 4.67, 1.4, 9490, 16133
14754, vw, Jetta, 2015, Manual, 84700, 136311, Diesel, 67.3, 3.5, 2, 8495, 14441.5
14755, vw, CC, 2017, Manual, 37353, 60114, Diesel, 62.8, 3.75, 2, 12791, 21744.7
14757, vw, Arteon, 2019, Semi-Auto, 6987, 11244, Petrol, 47.1, 4.99, 2, 27491, 46734.7
14759, audi, A8, 2018, Automatic, 5289, 8512, Diesel, 50.4, 4.67, 3, 36990, 62883
14761, vw, Arteon, 2018, Automatic, 13769, 22159, Diesel, 55.4, 4.25, 2, 22950, 39015
14763, vw, Caravelle, 2019, Automatic, 7000, 11265, Diesel, 33.6, 7, 2, 46990, 79883
14764, ford, KA, 2014, Manual, 4800, 7725, Petrol, 57.7, 4.08, 1.2, 5495, 9341.5
14765, ford, Grand C-MAX, 2017, Manual, 17121, 27554, Diesel, 64.2, 3.66, 1.5, 10500, 17850
14766, bmw, i3, 2016, Automatic, 25269, 40666, Other, 470.8, 0.5, 0.6, 17100, 29070
14767, merc, X-CLASS, 2019, Automatic, 500, 805, Diesel, 35.8, 6.57, 2.3, 24945, 42406.5
14768, ford, Puma, 2019, Manual, 110, 177, Petrol, 50.4, 4.67, 1, 19750, 33575
14769, audi, Q8, 2019, Automatic, 1000, 1609, Diesel, 33.6, 7, 3, 54500, 92650
14770, ford, Galaxy, 2017, Manual, 28563, 45968, Diesel, 56.5, 4.16, 2, 18500, 31450
14772, hyundi, I800, 2018, Automatic, 32383, 52115, Diesel, 28, 8.4, 2.5, 15995, 27191.5
14774, bmw, X7, 2019, Automatic, 3890, 6260, Diesel, 33.6, 7, 3, 64789, 110141.3
14775, merc, CLA Class, 2016, Manual, 70869, 114052, Diesel, 67.3, 3.5, 2.1, 12400, 21080
14777, ford, Mustang, 2019, Automatic, 12, 19, Petrol, 30.7, 7.66, 2.3, 35989, 61181.3
14783, ford, KA, 2009, Manual, 85000, 136794, Petrol, 55.4, 4.25, 1.2, 1954, 3321.8
14785, vw, Scirocco, 2015, Manual, 27148, 43690, Diesel, 53.3, 4.41, 2, 12799, 21758.3
14786, ford, Puma, 2020, Manual, 3214, 5172, Petrol, 50.4, 4.67, 1, 20590, 35003
14788, toyota, Avensis, 2017, Manual, 29271, 47107, Petrol, 45.6, 5.16, 1.8, 13486, 22926.2
14789, vw, Scirocco, 2017, Semi-Auto, 29931, 48169, Petrol, 44.1, 5.33, 2, 15990, 27183
14790, merc, X-CLASS, 2019, Automatic, 22000, 35405, Diesel, 31.4, 7.49, 3, 40990, 69683
14793, ford, Grand C-MAX, 2017, Manual, 31125, 50091, Diesel, 64.2, 3.66, 1.5, 10600, 18020
14794, merc, CLA Class, 2017, Automatic, 20990, 33780, Petrol, 40.9, 5.75, 2, 29280, 49776
14795, ford, Edge, 2017, Semi-Auto, 14143, 22761, Diesel, 47.9, 4.91, 2, 22000, 37400
14796, bmw, i3, 2017, Automatic, 20082, 32319, Hybrid, 470.8, 0.5, 0, 20495, 34841.5
14798, audi, RS4, 2020, Semi-Auto, 3000, 4828, Petrol, 29.1, 8.08, 2.9, 67000, 113900
14799, ford, KA, 2013, Manual, 45804, 73714, Petrol, 57.7, 4.08, 1.2, 3820, 6494
14800, ford, Mustang, 2020, Manual, 10, 16, Petrol, 23.7, 9.92, 5, 42999, 73098.3
14801, ford, KA, 2013, Manual, 33761, 54333, Petrol, 57.7, 4.08, 1.2, 4500, 7650
14802, merc, CLA Class, 2015, Automatic, 90740, 146032, Diesel, 67.3, 3.5, 2.1, 13795, 23451.5
14803, ford, Edge, 2017, Manual, 22930, 36902, Diesel, 48.7, 4.83, 2, 19995, 33991.5
14805, hyundi, I40, 2015, Manual, 41050, 66063, Diesel, 65.7, 3.58, 1.7, 7480, 12716
14807, vw, Caravelle, 2019, Semi-Auto, 3365, 5415, Diesel, 29.4, 8, 2, 52999, 90098.3
14808, ford, Edge, 2017, Manual, 22457, 36141, Diesel, 48.7, 4.83, 2, 19500, 33150
14809, hyundi, IX20, 2018, Manual, 10720, 17252, Petrol, 50.4, 4.67, 1.4, 12495, 21241.5
14815, ford, Mustang, 2016, Manual, 38322, 61673, Petrol, 34.4, 6.84, 2.3, 24497, 41644.9
14816, bmw, 6 Series, 2020, Semi-Auto, 101, 163, Petrol, 42.8, 5.5, 2, 33490, 56933
14817, hyundi, IX20, 2014, Automatic, 19319, 31091, Petrol, 43.6, 5.39, 1.6, 7495, 12741.5
14820, ford, Edge, 2018, Automatic, 2889, 4649, Diesel, 37.2, 6.32, 2, 30699, 52188.3
14822, ford, Mustang, 2018, Automatic, 9268, 14915, Petrol, 23.5, 10.01, 5, 30927, 52575.9
14823, ford, KA, 2015, Manual, 17328, 27887, Petrol, 57.7, 4.08, 1.2, 4745, 8066.5
14824, ford, Edge, 2019, Semi-Auto, 1521, 2448, Diesel, 37.2, 6.32, 2, 32500, 55250
14825, hyundi, I40, 2019, Manual, 30, 48, Diesel, 54.3, 4.33, 1.6, 16000, 27200
14826, bmw, M3, 2017, Automatic, 3824, 6154, Petrol, 34, 6.92, 3, 53995, 91791.5
14828, vw, Scirocco, 2016, Manual, 13383, 21538, Diesel, 55.4, 4.25, 2, 14999, 25498.3
14831, ford, Grand C-MAX, 2013, Automatic, 60037, 96620, Diesel, 48.7, 4.83, 2, 6826, 11604.2
14832, vw, Scirocco, 2014, Manual, 48501, 78055, Petrol, 44.1, 5.33, 1.4, 8690, 14773
14833, bmw, 7 Series, 2019, Semi-Auto, 101, 163, Diesel, 41.5, 5.67, 3, 48782, 82929.4
14834, ford, KA, 2014, Manual, 13294, 21395, Petrol, 57.7, 4.08, 1.2, 5698, 9686.6
14838, toyota, Verso, 2016, Automatic, 9444, 15199, Other, 43.5, 5.41, 1.8, 16700, 28390
14839, ford, Grand C-MAX, 2017, Manual, 36730, 59111, Petrol, 54.3, 4.33, 1, 10979, 18664.3
14840, ford, Galaxy, 2017, Manual, 35930, 57824, Diesel, 56.5, 4.16, 2, 18749, 31873.3
14841, merc, V Class, 2018, Automatic, 11875, 19111, Diesel, 45.6, 5.16, 2.1, 52000, 88400
14842, ford, Tourneo Connect, 2016, Manual, 26545, 42720, Diesel, 64.2, 3.66, 1.5, 12500, 21250
14844, merc, M Class, 2015, Automatic, 49000, 78858, Diesel, 45.6, 5.16, 2.2, 18450, 31365
14846, merc, S Class, 2019, Automatic, 1803, 2902, Diesel, 52.3, 4.5, 3, 63099, 107268.3
14849, bmw, M5, 2019, Semi-Auto, 4419, 7112, Petrol, 26.9, 8.74, 4.4, 61797, 105054.9
14859, merc, CLS Class, 2017, Semi-Auto, 27354, 44022, Diesel, 49.6, 4.74, 3, 23998, 40796.6
14860, vw, Arteon, 2019, Automatic, 2500, 4023, Diesel, 50.4, 4.67, 2, 27500, 46750
14862, audi, RS6, 2014, Automatic, 63476, 102154, Petrol, 28.8, 8.17, 4, 40990, 69683
14863, vw, Arteon, 2018, Automatic, 7500, 12070, Diesel, 50.4, 4.67, 2, 24500, 41650
14865, audi, A8, 2018, Semi-Auto, 16850, 27117, Diesel, 50.4, 4.67, 3, 34999, 59498.3
14867, vw, Scirocco, 2017, Manual, 32897, 52942, Diesel, 55.4, 4.25, 2, 15698, 26686.6
14868, audi, RS6, 2017, Semi-Auto, 47501, 76445, Petrol, 29.4, 8, 4, 52000, 88400
14871, bmw, X6, 2019, Semi-Auto, 1000, 1609, Diesel, 34.9, 6.74, 3, 61854, 105151.8
14873, vw, Scirocco, 2015, Manual, 48870, 78648, Diesel, 55.4, 4.25, 2, 10999, 18698.3
14875, vw, Arteon, 2019, Semi-Auto, 4765, 7669, Diesel, 50.4, 4.67, 2, 26995, 45891.5
14876, vw, Scirocco, 2017, Manual, 45245, 72815, Diesel, 67.3, 3.5, 2, 14400, 24480
14877, bmw, 7 Series, 2015, Automatic, 65218, 104958, Diesel, 54.3, 4.33, 3, 23499, 39948.3
14878, ford, Grand C-MAX, 2018, Manual, 21965, 35349, Petrol, 54.3, 4.33, 1, 11795, 20051.5
14879, toyota, GT86, 2019, Manual, 4442, 7149, Petrol, 33.2, 7.08, 2, 25850, 43945
14881, bmw, X7, 2020, Semi-Auto, 6137, 9877, Diesel, 33.6, 7, 3, 63990, 108783
14882, toyota, Hilux, 2017, Automatic, 8793, 14151, Diesel, 36.2, 6.5, 2.4, 20630, 35071
14884, toyota, Prius, 2015, Automatic, 19350, 31141, Hybrid, 134.5, 1.75, 1.8, 17495, 29741.5
14885, merc, CLS Class, 2013, Automatic, 56030, 90171, Diesel, 55, 4.28, 2.1, 12295, 20901.5
14888, hyundi, Santa Fe, 2019, Semi-Auto, 1785, 2873, Diesel, 39.2, 6, 2.2, 33695, 57281.5
14890, merc, GL Class, 2017, Automatic, 28871, 46463, Diesel, 45.6, 5.16, 3, 29300, 49810
14891, hyundi, IX35, 2015, Manual, 26564, 42751, Petrol, 41.5, 5.67, 0, 9700, 16490
14892, ford, Galaxy, 2017, Automatic, 41757, 67201, Diesel, 52.3, 4.5, 2, 16599, 28218.3
14894, audi, A7, 2015, Semi-Auto, 72283, 116328, Diesel, 54.3, 4.33, 3, 18495, 31441.5
14895, ford, Galaxy, 2016, Manual, 45973, 73986, Diesel, 56.5, 4.16, 2, 16170, 27489
14896, ford, Grand C-MAX, 2016, Manual, 16746, 26950, Petrol, 54.3, 4.33, 1, 10240, 17408
14897, merc, V Class, 2017, Automatic, 34564, 55625, Diesel, 44.8, 5.25, 2.1, 54990, 93483
14898, audi, R8, 2019, Semi-Auto, 7800, 12553, Petrol, 21.4, 10.99, 5.2, 119995, 203991.5
